id,host,start,end,duration,duration.min
285696,famine.ocf.berkeley.edu,2017-10-05T23:32:02Z,2017-10-05T23:46:47Z,14M 45S,14
285713,famine.ocf.berkeley.edu,2017-10-05T23:52:03Z,2017-10-06T01:09:47Z,1H 17M 44S,77
285762,famine.ocf.berkeley.edu,2017-10-06T01:10:03Z,2017-10-06T01:27:24Z,17M 21S,17
285777,famine.ocf.berkeley.edu,2017-10-06T02:11:03Z,2017-10-06T02:38:52Z,27M 49S,27
285791,famine.ocf.berkeley.edu,2017-10-06T02:41:01Z,2017-10-06T02:42:09Z,1M 8S,1
285795,famine.ocf.berkeley.edu,2017-10-06T02:56:02Z,2017-10-06T12:05:04Z,9H 9M 2S,549
285831,famine.ocf.berkeley.edu,2017-10-06T16:12:03Z,2017-10-06T16:42:54Z,30M 51S,30
285867,famine.ocf.berkeley.edu,2017-10-06T16:47:01Z,2017-10-06T16:50:07Z,3M 6S,3
285874,famine.ocf.berkeley.edu,2017-10-06T16:53:01Z,2017-10-06T16:56:40Z,3M 39S,3
285881,famine.ocf.berkeley.edu,2017-10-06T17:04:03Z,2017-10-06T17:05:46Z,1M 43S,1
285889,famine.ocf.berkeley.edu,2017-10-06T17:08:03Z,2017-10-06T17:10:00Z,1M 57S,1
285896,famine.ocf.berkeley.edu,2017-10-06T17:13:03Z,2017-10-06T17:33:40Z,20M 37S,20
285914,famine.ocf.berkeley.edu,2017-10-06T17:41:02Z,2017-10-06T17:49:55Z,8M 53S,8
285926,famine.ocf.berkeley.edu,2017-10-06T18:02:02Z,2017-10-06T18:15:16Z,13M 14S,13
285967,famine.ocf.berkeley.edu,2017-10-06T18:26:02Z,2017-10-06T18:27:08Z,1M 6S,1
285969,famine.ocf.berkeley.edu,2017-10-06T18:32:03Z,2017-10-06T18:38:41Z,6M 38S,6
285990,famine.ocf.berkeley.edu,2017-10-06T18:50:03Z,2017-10-06T18:53:02Z,2M 59S,2
285995,famine.ocf.berkeley.edu,2017-10-06T18:56:02Z,2017-10-06T18:59:27Z,3M 25S,3
286002,famine.ocf.berkeley.edu,2017-10-06T19:01:03Z,2017-10-06T19:02:14Z,1M 11S,1
286005,famine.ocf.berkeley.edu,2017-10-06T19:03:03Z,2017-10-06T19:04:31Z,1M 28S,1
286027,famine.ocf.berkeley.edu,2017-10-06T19:15:03Z,2017-10-06T19:18:54Z,3M 51S,3
286032,famine.ocf.berkeley.edu,2017-10-06T19:21:03Z,2017-10-06T19:48:35Z,27M 32S,27
286062,famine.ocf.berkeley.edu,2017-10-06T19:53:02Z,2017-10-06T19:54:43Z,1M 41S,1
286067,famine.ocf.berkeley.edu,2017-10-06T19:58:03Z,2017-10-06T20:10:28Z,12M 25S,12
286083,famine.ocf.berkeley.edu,2017-10-06T20:13:02Z,2017-10-06T20:52:20Z,39M 18S,39
286112,famine.ocf.berkeley.edu,2017-10-06T20:53:03Z,2017-10-06T20:58:43Z,5M 40S,5
286122,famine.ocf.berkeley.edu,2017-10-06T21:05:04Z,2017-10-06T22:55:54Z,1H 50M 50S,110
286217,famine.ocf.berkeley.edu,2017-10-06T23:12:02Z,2017-10-06T23:21:40Z,9M 38S,9
286229,famine.ocf.berkeley.edu,2017-10-06T23:23:02Z,2017-10-06T23:26:17Z,3M 15S,3
286232,famine.ocf.berkeley.edu,2017-10-06T23:27:02Z,2017-10-07T01:08:59Z,1H 41M 57S,101
286293,famine.ocf.berkeley.edu,2017-10-07T05:32:02Z,2017-10-07T06:44:58Z,1H 12M 56S,72
286301,famine.ocf.berkeley.edu,2017-10-07T18:17:03Z,2017-10-07T19:17:57Z,1H 0M 54S,60
286410,famine.ocf.berkeley.edu,2017-10-08T02:05:03Z,2017-10-08T02:14:32Z,9M 29S,9
286413,famine.ocf.berkeley.edu,2017-10-08T03:35:01Z,2017-10-08T04:35:46Z,1H 0M 45S,60
262358,firewhirl.ocf.berkeley.edu,2017-08-23T16:00:01Z,2017-08-23T16:38:31Z,38M 30S,38
262405,firewhirl.ocf.berkeley.edu,2017-08-23T16:46:02Z,2017-08-23T16:54:52Z,8M 50S,8
262420,firewhirl.ocf.berkeley.edu,2017-08-23T16:58:02Z,2017-08-23T17:00:52Z,2M 50S,2
262426,firewhirl.ocf.berkeley.edu,2017-08-23T17:05:03Z,2017-08-23T17:59:52Z,54M 49S,54
262497,firewhirl.ocf.berkeley.edu,2017-08-23T18:03:03Z,2017-08-23T18:26:55Z,23M 52S,23
262541,firewhirl.ocf.berkeley.edu,2017-08-23T18:31:02Z,2017-08-23T18:40:23Z,9M 21S,9
262555,firewhirl.ocf.berkeley.edu,2017-08-23T18:42:02Z,2017-08-23T18:49:22Z,7M 20S,7
262567,firewhirl.ocf.berkeley.edu,2017-08-23T18:51:03Z,2017-08-23T18:57:53Z,6M 50S,6
262580,firewhirl.ocf.berkeley.edu,2017-08-23T19:03:02Z,2017-08-23T19:04:47Z,1M 45S,1
262587,firewhirl.ocf.berkeley.edu,2017-08-23T19:06:02Z,2017-08-23T19:25:37Z,19M 35S,19
262622,firewhirl.ocf.berkeley.edu,2017-08-23T19:31:02Z,2017-08-23T19:35:15Z,4M 13S,4
262631,firewhirl.ocf.berkeley.edu,2017-08-23T19:40:03Z,2017-08-23T19:50:50Z,10M 47S,10
262637,firewhirl.ocf.berkeley.edu,2017-08-23T19:55:01Z,2017-08-23T19:55:32Z,31S,0
262638,firewhirl.ocf.berkeley.edu,2017-08-23T19:57:02Z,2017-08-23T19:59:01Z,1M 59S,1
262645,firewhirl.ocf.berkeley.edu,2017-08-23T20:03:02Z,2017-08-23T20:03:02Z,0S,0
262648,firewhirl.ocf.berkeley.edu,2017-08-23T20:04:02Z,2017-08-23T20:05:24Z,1M 22S,1
262664,firewhirl.ocf.berkeley.edu,2017-08-23T20:13:03Z,2017-08-23T20:16:38Z,3M 35S,3
262690,firewhirl.ocf.berkeley.edu,2017-08-23T20:38:01Z,2017-08-23T21:37:36Z,59M 35S,59
262771,firewhirl.ocf.berkeley.edu,2017-08-23T21:55:02Z,2017-08-23T21:55:47Z,45S,0
262790,firewhirl.ocf.berkeley.edu,2017-08-23T22:11:02Z,2017-08-23T22:53:08Z,42M 6S,42
262848,firewhirl.ocf.berkeley.edu,2017-08-23T23:09:01Z,2017-08-23T23:42:45Z,33M 44S,33
262881,firewhirl.ocf.berkeley.edu,2017-08-23T23:43:02Z,2017-08-24T00:29:52Z,46M 50S,46
262930,firewhirl.ocf.berkeley.edu,2017-08-24T00:31:02Z,2017-08-24T00:37:07Z,6M 5S,6
262964,firewhirl.ocf.berkeley.edu,2017-08-24T01:16:02Z,2017-08-24T01:26:33Z,10M 31S,10
263048,firewhirl.ocf.berkeley.edu,2017-08-24T16:18:03Z,2017-08-24T16:29:49Z,11M 46S,11
263063,firewhirl.ocf.berkeley.edu,2017-08-24T16:38:03Z,2017-08-24T16:49:25Z,11M 22S,11
263090,firewhirl.ocf.berkeley.edu,2017-08-24T17:04:01Z,2017-08-24T17:09:46Z,5M 45S,5
263102,firewhirl.ocf.berkeley.edu,2017-08-24T17:14:03Z,2017-08-24T17:41:21Z,27M 18S,27
263132,firewhirl.ocf.berkeley.edu,2017-08-24T17:42:03Z,2017-08-24T17:46:44Z,4M 41S,4
263142,firewhirl.ocf.berkeley.edu,2017-08-24T17:49:02Z,2017-08-24T17:49:40Z,38S,0
263162,firewhirl.ocf.berkeley.edu,2017-08-24T18:04:01Z,2017-08-24T18:34:19Z,30M 18S,30
263209,firewhirl.ocf.berkeley.edu,2017-08-24T18:39:01Z,2017-08-24T18:40:41Z,1M 40S,1
263223,firewhirl.ocf.berkeley.edu,2017-08-24T18:50:01Z,2017-08-24T18:50:27Z,26S,0
263236,firewhirl.ocf.berkeley.edu,2017-08-24T19:03:02Z,2017-08-24T19:05:03Z,2M 1S,2
263250,firewhirl.ocf.berkeley.edu,2017-08-24T19:08:03Z,2017-08-24T19:21:51Z,13M 48S,13
263279,firewhirl.ocf.berkeley.edu,2017-08-24T19:30:03Z,2017-08-24T19:42:59Z,12M 56S,12
263303,firewhirl.ocf.berkeley.edu,2017-08-24T19:50:02Z,2017-08-24T20:14:16Z,24M 14S,24
263338,firewhirl.ocf.berkeley.edu,2017-08-24T20:19:03Z,2017-08-24T20:46:40Z,27M 37S,27
263367,firewhirl.ocf.berkeley.edu,2017-08-24T20:55:02Z,2017-08-24T20:58:31Z,3M 29S,3
263375,firewhirl.ocf.berkeley.edu,2017-08-24T21:03:02Z,2017-08-24T21:07:45Z,4M 43S,4
263394,firewhirl.ocf.berkeley.edu,2017-08-24T21:16:03Z,2017-08-24T21:17:09Z,1M 6S,1
263402,firewhirl.ocf.berkeley.edu,2017-08-24T21:21:02Z,2017-08-24T21:23:15Z,2M 13S,2
263409,firewhirl.ocf.berkeley.edu,2017-08-24T21:24:02Z,2017-08-24T21:30:04Z,6M 2S,6
263422,firewhirl.ocf.berkeley.edu,2017-08-24T21:36:02Z,2017-08-24T21:39:42Z,3M 40S,3
263434,firewhirl.ocf.berkeley.edu,2017-08-24T21:48:02Z,2017-08-24T21:58:01Z,9M 59S,9
263450,firewhirl.ocf.berkeley.edu,2017-08-24T22:06:03Z,2017-08-24T23:02:12Z,56M 9S,56
263525,firewhirl.ocf.berkeley.edu,2017-08-24T23:07:01Z,2017-08-24T23:09:45Z,2M 44S,2
263533,firewhirl.ocf.berkeley.edu,2017-08-24T23:13:03Z,2017-08-25T03:13:59Z,4H 0M 56S,240
263655,firewhirl.ocf.berkeley.edu,2017-08-25T03:50:01Z,2017-08-25T06:35:49Z,2H 45M 48S,165
263664,firewhirl.ocf.berkeley.edu,2017-08-25T15:56:02Z,2017-08-25T15:57:17Z,1M 15S,1
263676,firewhirl.ocf.berkeley.edu,2017-08-25T16:15:03Z,2017-08-25T16:29:18Z,14M 15S,14
263711,firewhirl.ocf.berkeley.edu,2017-08-25T16:51:02Z,2017-08-25T16:53:09Z,2M 7S,2
263723,firewhirl.ocf.berkeley.edu,2017-08-25T17:09:02Z,2017-08-25T17:14:23Z,5M 21S,5
263737,firewhirl.ocf.berkeley.edu,2017-08-25T17:17:01Z,2017-08-25T17:19:26Z,2M 25S,2
263744,firewhirl.ocf.berkeley.edu,2017-08-25T17:23:02Z,2017-08-25T17:25:45Z,2M 43S,2
263761,firewhirl.ocf.berkeley.edu,2017-08-25T17:34:02Z,2017-08-25T17:39:02Z,5M 0S,5
263795,firewhirl.ocf.berkeley.edu,2017-08-25T18:06:03Z,2017-08-25T19:25:28Z,1H 19M 25S,79
263918,firewhirl.ocf.berkeley.edu,2017-08-25T19:34:02Z,2017-08-25T19:40:41Z,6M 39S,6
263926,firewhirl.ocf.berkeley.edu,2017-08-25T19:42:01Z,2017-08-25T19:52:46Z,10M 45S,10
263942,firewhirl.ocf.berkeley.edu,2017-08-25T19:56:02Z,2017-08-25T19:57:11Z,1M 9S,1
263951,firewhirl.ocf.berkeley.edu,2017-08-25T20:05:01Z,2017-08-25T20:07:44Z,2M 43S,2
263973,firewhirl.ocf.berkeley.edu,2017-08-25T20:19:02Z,2017-08-25T20:43:38Z,24M 36S,24
264010,firewhirl.ocf.berkeley.edu,2017-08-25T20:45:02Z,2017-08-25T20:47:02Z,2M 0S,2
264016,firewhirl.ocf.berkeley.edu,2017-08-25T20:51:02Z,2017-08-25T21:02:56Z,11M 54S,11
264027,firewhirl.ocf.berkeley.edu,2017-08-25T21:07:02Z,2017-08-25T22:59:33Z,1H 52M 31S,112
264148,firewhirl.ocf.berkeley.edu,2017-08-25T23:07:02Z,2017-08-25T23:15:21Z,8M 19S,8
264163,firewhirl.ocf.berkeley.edu,2017-08-25T23:28:02Z,2017-08-25T23:36:49Z,8M 47S,8
264177,firewhirl.ocf.berkeley.edu,2017-08-25T23:45:02Z,2017-08-26T02:16:02Z,2H 31M 0S,151
264208,firewhirl.ocf.berkeley.edu,2017-08-26T02:17:01Z,2017-08-26T04:38:38Z,2H 21M 37S,141
264242,firewhirl.ocf.berkeley.edu,2017-08-26T19:35:02Z,2017-08-26T19:41:50Z,6M 48S,6
264244,firewhirl.ocf.berkeley.edu,2017-08-26T19:48:01Z,2017-08-26T20:14:35Z,26M 34S,26
264254,firewhirl.ocf.berkeley.edu,2017-08-26T20:15:03Z,2017-08-26T22:54:26Z,2H 39M 23S,159
264327,firewhirl.ocf.berkeley.edu,2017-08-27T00:52:02Z,2017-08-27T04:58:37Z,4H 6M 35S,246
264344,firewhirl.ocf.berkeley.edu,2017-08-27T17:12:02Z,2017-08-27T18:20:43Z,1H 8M 41S,68
264349,firewhirl.ocf.berkeley.edu,2017-08-27T18:22:02Z,2017-08-27T22:41:15Z,4H 19M 13S,259
264443,firewhirl.ocf.berkeley.edu,2017-08-27T22:44:03Z,2017-08-27T22:51:27Z,7M 24S,7
264449,firewhirl.ocf.berkeley.edu,2017-08-27T22:58:02Z,2017-08-27T23:02:02Z,4M 0S,4
264459,firewhirl.ocf.berkeley.edu,2017-08-27T23:47:02Z,2017-08-28T04:36:48Z,4H 49M 46S,289
264507,firewhirl.ocf.berkeley.edu,2017-08-28T16:11:02Z,2017-08-28T16:49:48Z,38M 46S,38
264590,firewhirl.ocf.berkeley.edu,2017-08-28T17:02:01Z,2017-08-28T17:13:25Z,11M 24S,11
264621,firewhirl.ocf.berkeley.edu,2017-08-28T17:15:02Z,2017-08-28T17:16:01Z,59S,0
264628,firewhirl.ocf.berkeley.edu,2017-08-28T17:17:03Z,2017-08-28T17:20:09Z,3M 6S,3
264642,firewhirl.ocf.berkeley.edu,2017-08-28T17:23:03Z,2017-08-28T17:32:01Z,8M 58S,8
264661,firewhirl.ocf.berkeley.edu,2017-08-28T17:34:01Z,2017-08-28T17:47:54Z,13M 53S,13
264704,firewhirl.ocf.berkeley.edu,2017-08-28T18:06:02Z,2017-08-28T18:08:26Z,2M 24S,2
264718,firewhirl.ocf.berkeley.edu,2017-08-28T18:14:03Z,2017-08-28T18:14:57Z,54S,0
264724,firewhirl.ocf.berkeley.edu,2017-08-28T18:16:02Z,2017-08-28T18:17:22Z,1M 20S,1
264743,firewhirl.ocf.berkeley.edu,2017-08-28T18:27:02Z,2017-08-28T18:29:37Z,2M 35S,2
264753,firewhirl.ocf.berkeley.edu,2017-08-28T18:35:03Z,2017-08-28T18:39:58Z,4M 55S,4
264764,firewhirl.ocf.berkeley.edu,2017-08-28T18:47:02Z,2017-08-28T18:48:34Z,1M 32S,1
264768,firewhirl.ocf.berkeley.edu,2017-08-28T18:53:02Z,2017-08-28T18:55:43Z,2M 41S,2
264781,firewhirl.ocf.berkeley.edu,2017-08-28T19:04:03Z,2017-08-28T19:14:40Z,10M 37S,10
264810,firewhirl.ocf.berkeley.edu,2017-08-28T19:19:02Z,2017-08-28T19:22:21Z,3M 19S,3
264829,firewhirl.ocf.berkeley.edu,2017-08-28T19:30:01Z,2017-08-28T19:33:32Z,3M 31S,3
264840,firewhirl.ocf.berkeley.edu,2017-08-28T19:36:03Z,2017-08-28T19:44:38Z,8M 35S,8
264868,firewhirl.ocf.berkeley.edu,2017-08-28T20:01:02Z,2017-08-28T20:01:03Z,1S,0
264870,firewhirl.ocf.berkeley.edu,2017-08-28T20:02:03Z,2017-08-28T20:16:33Z,14M 30S,14
264906,firewhirl.ocf.berkeley.edu,2017-08-28T20:23:02Z,2017-08-28T20:27:27Z,4M 25S,4
264916,firewhirl.ocf.berkeley.edu,2017-08-28T20:30:04Z,2017-08-28T20:36:09Z,6M 5S,6
264930,firewhirl.ocf.berkeley.edu,2017-08-28T20:39:02Z,2017-08-28T20:53:10Z,14M 8S,14
264949,firewhirl.ocf.berkeley.edu,2017-08-28T20:57:01Z,2017-08-28T21:00:09Z,3M 8S,3
264978,firewhirl.ocf.berkeley.edu,2017-08-28T21:13:02Z,2017-08-28T21:13:02Z,0S,0
264983,firewhirl.ocf.berkeley.edu,2017-08-28T21:14:02Z,2017-08-28T21:56:12Z,42M 10S,42
265053,firewhirl.ocf.berkeley.edu,2017-08-28T22:04:03Z,2017-08-28T22:21:30Z,17M 27S,17
265102,firewhirl.ocf.berkeley.edu,2017-08-28T22:43:02Z,2017-08-29T00:52:25Z,2H 9M 23S,129
265271,firewhirl.ocf.berkeley.edu,2017-08-29T03:10:02Z,2017-08-29T03:10:30Z,28S,0
265276,firewhirl.ocf.berkeley.edu,2017-08-29T03:36:02Z,2017-08-29T07:34:25Z,3H 58M 23S,238
265292,firewhirl.ocf.berkeley.edu,2017-08-29T16:08:03Z,2017-08-29T16:11:07Z,3M 4S,3
265301,firewhirl.ocf.berkeley.edu,2017-08-29T16:16:02Z,2017-08-29T16:25:36Z,9M 34S,9
265331,firewhirl.ocf.berkeley.edu,2017-08-29T16:36:03Z,2017-08-29T16:39:30Z,3M 27S,3
265350,firewhirl.ocf.berkeley.edu,2017-08-29T16:45:03Z,2017-08-29T16:52:36Z,7M 33S,7
265367,firewhirl.ocf.berkeley.edu,2017-08-29T16:56:03Z,2017-08-29T16:58:14Z,2M 11S,2
265376,firewhirl.ocf.berkeley.edu,2017-08-29T17:05:01Z,2017-08-29T17:06:52Z,1M 51S,1
265386,firewhirl.ocf.berkeley.edu,2017-08-29T17:13:01Z,2017-08-29T17:16:50Z,3M 49S,3
265399,firewhirl.ocf.berkeley.edu,2017-08-29T17:24:01Z,2017-08-29T17:27:32Z,3M 31S,3
265416,firewhirl.ocf.berkeley.edu,2017-08-29T17:44:03Z,2017-08-29T17:46:06Z,2M 3S,2
265430,firewhirl.ocf.berkeley.edu,2017-08-29T18:01:02Z,2017-08-29T18:01:02Z,0S,0
265431,firewhirl.ocf.berkeley.edu,2017-08-29T18:02:02Z,2017-08-29T18:03:41Z,1M 39S,1
265436,firewhirl.ocf.berkeley.edu,2017-08-29T18:05:02Z,2017-08-29T18:10:04Z,5M 2S,5
265456,firewhirl.ocf.berkeley.edu,2017-08-29T18:11:02Z,2017-08-29T18:12:59Z,1M 57S,1
265465,firewhirl.ocf.berkeley.edu,2017-08-29T18:14:02Z,2017-08-29T18:15:19Z,1M 17S,1
265469,firewhirl.ocf.berkeley.edu,2017-08-29T18:16:02Z,2017-08-29T18:34:37Z,18M 35S,18
265503,firewhirl.ocf.berkeley.edu,2017-08-29T18:39:03Z,2017-08-29T20:45:29Z,2H 6M 26S,126
265677,firewhirl.ocf.berkeley.edu,2017-08-29T20:50:03Z,2017-08-29T22:18:03Z,1H 28M 0S,88
265793,firewhirl.ocf.berkeley.edu,2017-08-29T22:19:02Z,2017-08-29T22:20:00Z,58S,0
265797,firewhirl.ocf.berkeley.edu,2017-08-29T22:21:02Z,2017-08-29T22:27:49Z,6M 47S,6
265821,firewhirl.ocf.berkeley.edu,2017-08-29T22:34:02Z,2017-08-29T22:38:56Z,4M 54S,4
265835,firewhirl.ocf.berkeley.edu,2017-08-29T22:42:02Z,2017-08-29T22:44:20Z,2M 18S,2
265850,firewhirl.ocf.berkeley.edu,2017-08-29T22:53:01Z,2017-08-29T22:56:26Z,3M 25S,3
265853,firewhirl.ocf.berkeley.edu,2017-08-29T22:57:02Z,2017-08-29T23:00:19Z,3M 17S,3
265862,firewhirl.ocf.berkeley.edu,2017-08-29T23:09:02Z,2017-08-29T23:11:22Z,2M 20S,2
265866,firewhirl.ocf.berkeley.edu,2017-08-29T23:18:02Z,2017-08-29T23:57:40Z,39M 38S,39
265914,firewhirl.ocf.berkeley.edu,2017-08-30T00:11:03Z,2017-08-30T00:18:49Z,7M 46S,7
265941,firewhirl.ocf.berkeley.edu,2017-08-30T00:25:02Z,2017-08-30T00:31:06Z,6M 4S,6
265965,firewhirl.ocf.berkeley.edu,2017-08-30T00:46:03Z,2017-08-30T00:52:37Z,6M 34S,6
265995,firewhirl.ocf.berkeley.edu,2017-08-30T01:24:03Z,2017-08-30T01:25:31Z,1M 28S,1
266004,firewhirl.ocf.berkeley.edu,2017-08-30T01:34:02Z,2017-08-30T01:34:41Z,39S,0
266026,firewhirl.ocf.berkeley.edu,2017-08-30T01:48:03Z,2017-08-30T02:13:15Z,25M 12S,25
266051,firewhirl.ocf.berkeley.edu,2017-08-30T03:23:02Z,2017-08-30T14:53:29Z,11H 30M 27S,690
266069,firewhirl.ocf.berkeley.edu,2017-08-30T16:08:03Z,2017-08-30T16:10:53Z,2M 50S,2
266086,firewhirl.ocf.berkeley.edu,2017-08-30T16:16:03Z,2017-08-30T16:20:34Z,4M 31S,4
266103,firewhirl.ocf.berkeley.edu,2017-08-30T16:26:02Z,2017-08-30T16:34:02Z,8M 0S,8
266115,firewhirl.ocf.berkeley.edu,2017-08-30T16:37:03Z,2017-08-30T16:51:10Z,14M 7S,14
266174,firewhirl.ocf.berkeley.edu,2017-08-30T17:16:02Z,2017-08-30T17:17:26Z,1M 24S,1
266189,firewhirl.ocf.berkeley.edu,2017-08-30T17:23:02Z,2017-08-30T17:35:24Z,12M 22S,12
266201,firewhirl.ocf.berkeley.edu,2017-08-30T17:37:02Z,2017-08-30T17:41:12Z,4M 10S,4
266209,firewhirl.ocf.berkeley.edu,2017-08-30T17:44:02Z,2017-08-30T17:54:41Z,10M 39S,10
266233,firewhirl.ocf.berkeley.edu,2017-08-30T18:01:01Z,2017-08-30T19:51:40Z,1H 50M 39S,110
266391,firewhirl.ocf.berkeley.edu,2017-08-30T20:09:02Z,2017-08-30T20:11:53Z,2M 51S,2
266403,firewhirl.ocf.berkeley.edu,2017-08-30T20:16:02Z,2017-08-30T20:20:37Z,4M 35S,4
266410,firewhirl.ocf.berkeley.edu,2017-08-30T20:22:03Z,2017-08-30T20:26:17Z,4M 14S,4
266415,firewhirl.ocf.berkeley.edu,2017-08-30T20:27:02Z,2017-08-30T20:28:29Z,1M 27S,1
266428,firewhirl.ocf.berkeley.edu,2017-08-30T20:43:01Z,2017-08-30T20:58:46Z,15M 45S,15
266445,firewhirl.ocf.berkeley.edu,2017-08-30T21:00:03Z,2017-08-30T21:01:51Z,1M 48S,1
266447,firewhirl.ocf.berkeley.edu,2017-08-30T21:03:03Z,2017-08-30T21:04:45Z,1M 42S,1
266458,firewhirl.ocf.berkeley.edu,2017-08-30T21:11:02Z,2017-08-30T21:16:17Z,5M 15S,5
266472,firewhirl.ocf.berkeley.edu,2017-08-30T21:17:02Z,2017-08-30T21:51:37Z,34M 35S,34
266530,firewhirl.ocf.berkeley.edu,2017-08-30T22:09:02Z,2017-08-30T22:23:50Z,14M 48S,14
266572,firewhirl.ocf.berkeley.edu,2017-08-30T22:44:02Z,2017-08-31T00:17:32Z,1H 33M 30S,93
266672,firewhirl.ocf.berkeley.edu,2017-08-31T00:23:02Z,2017-08-31T00:25:14Z,2M 12S,2
266678,firewhirl.ocf.berkeley.edu,2017-08-31T00:26:02Z,2017-08-31T00:55:04Z,29M 2S,29
266697,firewhirl.ocf.berkeley.edu,2017-08-31T01:04:02Z,2017-08-31T01:16:17Z,12M 15S,12
266707,firewhirl.ocf.berkeley.edu,2017-08-31T01:23:03Z,2017-08-31T01:28:56Z,5M 53S,5
266717,firewhirl.ocf.berkeley.edu,2017-08-31T01:55:02Z,2017-08-31T01:56:40Z,1M 38S,1
266723,firewhirl.ocf.berkeley.edu,2017-08-31T02:09:02Z,2017-08-31T02:12:59Z,3M 57S,3
266732,firewhirl.ocf.berkeley.edu,2017-08-31T02:20:03Z,2017-08-31T02:24:51Z,4M 48S,4
266750,firewhirl.ocf.berkeley.edu,2017-08-31T03:15:03Z,2017-08-31T05:54:43Z,2H 39M 40S,159
266774,firewhirl.ocf.berkeley.edu,2017-08-31T16:10:03Z,2017-08-31T16:21:34Z,11M 31S,11
266787,firewhirl.ocf.berkeley.edu,2017-08-31T16:23:02Z,2017-08-31T16:26:13Z,3M 11S,3
266793,firewhirl.ocf.berkeley.edu,2017-08-31T16:36:02Z,2017-08-31T16:37:09Z,1M 7S,1
266818,firewhirl.ocf.berkeley.edu,2017-08-31T16:58:02Z,2017-08-31T17:05:37Z,7M 35S,7
266839,firewhirl.ocf.berkeley.edu,2017-08-31T17:12:01Z,2017-08-31T17:17:47Z,5M 46S,5
266857,firewhirl.ocf.berkeley.edu,2017-08-31T17:29:02Z,2017-08-31T17:30:50Z,1M 48S,1
266859,firewhirl.ocf.berkeley.edu,2017-08-31T17:33:03Z,2017-08-31T17:37:15Z,4M 12S,4
266868,firewhirl.ocf.berkeley.edu,2017-08-31T17:41:02Z,2017-08-31T17:43:58Z,2M 56S,2
266883,firewhirl.ocf.berkeley.edu,2017-08-31T17:54:01Z,2017-08-31T17:54:01Z,0S,0
266884,firewhirl.ocf.berkeley.edu,2017-08-31T17:55:03Z,2017-08-31T17:55:41Z,38S,0
266890,firewhirl.ocf.berkeley.edu,2017-08-31T18:02:03Z,2017-08-31T18:07:30Z,5M 27S,5
266921,firewhirl.ocf.berkeley.edu,2017-08-31T18:16:02Z,2017-08-31T18:22:00Z,5M 58S,5
266935,firewhirl.ocf.berkeley.edu,2017-08-31T18:24:02Z,2017-08-31T18:29:35Z,5M 33S,5
266946,firewhirl.ocf.berkeley.edu,2017-08-31T18:33:01Z,2017-08-31T18:38:18Z,5M 17S,5
266951,firewhirl.ocf.berkeley.edu,2017-08-31T18:40:03Z,2017-08-31T18:50:29Z,10M 26S,10
266970,firewhirl.ocf.berkeley.edu,2017-08-31T18:56:02Z,2017-08-31T18:57:54Z,1M 52S,1
266981,firewhirl.ocf.berkeley.edu,2017-08-31T19:07:02Z,2017-08-31T19:11:25Z,4M 23S,4
267018,firewhirl.ocf.berkeley.edu,2017-08-31T19:39:01Z,2017-08-31T19:40:19Z,1M 18S,1
267027,firewhirl.ocf.berkeley.edu,2017-08-31T19:43:03Z,2017-08-31T19:50:22Z,7M 19S,7
267040,firewhirl.ocf.berkeley.edu,2017-08-31T19:51:02Z,2017-08-31T19:57:25Z,6M 23S,6
267057,firewhirl.ocf.berkeley.edu,2017-08-31T20:01:02Z,2017-08-31T20:50:58Z,49M 56S,49
267127,firewhirl.ocf.berkeley.edu,2017-08-31T21:01:02Z,2017-08-31T21:05:17Z,4M 15S,4
267139,firewhirl.ocf.berkeley.edu,2017-08-31T21:08:03Z,2017-08-31T22:15:51Z,1H 7M 48S,67
267213,firewhirl.ocf.berkeley.edu,2017-08-31T22:18:02Z,2017-08-31T22:23:50Z,5M 48S,5
267223,firewhirl.ocf.berkeley.edu,2017-08-31T22:26:02Z,2017-08-31T22:30:22Z,4M 20S,4
267243,firewhirl.ocf.berkeley.edu,2017-08-31T22:46:01Z,2017-08-31T22:52:10Z,6M 9S,6
267255,firewhirl.ocf.berkeley.edu,2017-08-31T22:59:02Z,2017-08-31T23:00:42Z,1M 40S,1
267287,firewhirl.ocf.berkeley.edu,2017-08-31T23:45:02Z,2017-08-31T23:48:24Z,3M 22S,3
267302,firewhirl.ocf.berkeley.edu,2017-08-31T23:52:03Z,2017-09-01T00:05:07Z,13M 4S,13
267327,firewhirl.ocf.berkeley.edu,2017-09-01T00:11:02Z,2017-09-01T00:35:15Z,24M 13S,24
267369,firewhirl.ocf.berkeley.edu,2017-09-01T00:36:03Z,2017-09-01T00:38:43Z,2M 40S,2
267383,firewhirl.ocf.berkeley.edu,2017-09-01T00:48:02Z,2017-09-01T00:58:49Z,10M 47S,10
267409,firewhirl.ocf.berkeley.edu,2017-09-01T01:10:03Z,2017-09-01T01:19:56Z,9M 53S,9
267426,firewhirl.ocf.berkeley.edu,2017-09-01T01:33:02Z,2017-09-01T02:15:17Z,42M 15S,42
267464,firewhirl.ocf.berkeley.edu,2017-09-01T02:45:02Z,2017-09-01T02:49:24Z,4M 22S,4
267487,firewhirl.ocf.berkeley.edu,2017-09-01T16:19:02Z,2017-09-01T16:23:03Z,4M 1S,4
267499,firewhirl.ocf.berkeley.edu,2017-09-01T16:31:03Z,2017-09-01T16:41:43Z,10M 40S,10
